,date,maxtp(Maximum Air Temperature - degrees C),mintp(Minimum Air Temperature - degrees C),gmin(Grass Minimum Temperature - degrees C),rain(Precipitation Amount - mm),cbl (Mean CBL Pressure-hpa),wdsp(Mean Wind Speed - knot),pe(Potential Evapotranspiration - mm),evap(Evaporation -mm)
329,1942-11-26,7.7,5.1,4.8,0.0,1025.5,6.4,0.7,0.9
330,1942-11-27,8.7,4.3,1.1,0.0,1019.3,7.6,0.6,0.7
331,1942-11-28,8.2,2.8,1.7,0.0,1013.8,6.4,0.4,0.5
332,1942-11-29,7.7,1.9,-0.6,0.1,1009.7,13.3,0.5,0.6
333,1942-11-30,5.9,-1.4,-1.6,0.1,1005.2,10.5,0.3,0.5
334,1942-12-01,8.2,2.3,3.3,4.6,1000.7,10.8,0.4,0.5
335,1942-12-02,4.9,-0.7,-2.8,3.9,1005.2,3.4,0.2,0.2
336,1942-12-03,7.1,3.9,1.5,0.2,1006.7,3.9,0.2,0.3
337,1942-12-04,11.1,3.9,2.6,5.0,998.8,11.1,0.5,0.7
338,1942-12-05,8.1,2.6,1.7,0.8,994.8,19.1,0.6,0.7
339,1942-12-06,12.3,3.4,1.4,0.2,1001.2,18.4,0.5,0.7
340,1942-12-07,12.8,9.1,9.6,0.0,998.9,24.8,1.0,1.3
341,1942-12-08,12.6,7.8,6.1,0.8,1003.9,21.2,0.8,1.1
342,1942-12-09,13.4,7.3,9.2,3.1,994.7,25.1,1.1,1.5
343,1942-12-10,13.3,5.6,4,3.7,985.2,15.2,0.8,1
344,1942-12-11,9.8,4.9,2.4,0.0,987.3,10.3,0.6,0.6
345,1942-12-12,10.6,1.8,-0.4,2.7,992.1,13.2,0.4,0.4
346,1942-12-13,12.4,8.7,6.9,1.3,982.2,26.0,1.4,1.8
347,1942-12-14,10.6,5.2,1.3,3.2,984.4,17.0,0.6,0.8
348,1942-12-15,9.7,6.1,4.1,1.8,979.8,12.9,0.6,0.7
349,1942-12-16,12.3,8.3,2.8,9.3,975.2,22.3,1.1,1.3
350,1942-12-17,10.8,5.9,5,0.2,977.9,10.1,0.7,0.8
351,1942-12-18,9.4,3.6,-0.6,0.0,987.8,8.8,0.2,0.2
352,1942-12-19,9.4,2.3,-0.9,3.5,992.7,13.2,0.4,0.5
353,1942-12-20,11.9,5.3,1.9,5.9,994.2,18.7,0.9,1.2
354,1942-12-21,13.6,8.2,5.8,0.0,993.8,23.7,1.6,2.1
355,1942-12-22,12.7,4.3,4.3,0.0,1004.5,18.2,0.6,0.5
356,1942-12-23,11.2,5.6,0.5,0.0,1014.8,23.8,1.0,1.4
357,1942-12-24,11.2,5.2,8,1.3,1011.9,13.1,0.5,0.6
358,1942-12-25,8.3,0.1,0.6,0.0,1015.2,6.0,0.0,0
359,1942-12-26,11.3,4.6,3.3,0.0,1014.3,9.7,0.4,0.5
360,1942-12-27,10.3,7.2,5.9,0.9,1014.7,7.2,0.3,0.3
361,1942-12-28,9.1,2.6,3.7,0.7,1008.5,15.0,0.6,0.8
362,1942-12-29,3.2,-1.7,-1.7,0.0,1011.7,15.6,0.5,0.6
363,1942-12-30,9.1,-0.4,-4.6,6.2,1009.4,15.3,0.8,1.1
364,1942-12-31,8.3,5.6,0.2,2.8,1001.0,14.6,0.7,0.9
365,1943-01-01,10.4,2.0,4.8,2.1,988.8,21.9,0.7,0.9
366,1943-01-02,5.4,0.6,-1,0.3,1001.5,16.9,0.5,0.7
367,1943-01-03,2.9,-1.6,-6.1,0.0,1008.3,8.5,0.3,0.5
368,1943-01-04,4.1,-0.6,-2.9,7.4,1003.8,14.1,0.7,0.9
369,1943-01-05,6.8,2.4,1.2,7.7,996.3,6.2,0.3,0.3
370,1943-01-06,10.4,3.6,-0.6,9.7,994.2,8.1,0.1,0.1
371,1943-01-07,6.7,3.5,3.8,0.4,1000.8,10.6,0.5,0.7
372,1943-01-08,7.2,2.8,2.2,1.0,1004.3,15.3,0.7,0.9
373,1943-01-09,9.3,5.0,4,2.2,996.4,21.2,0.6,0.9
374,1943-01-10,8.7,1.9,-0.6,1.4,985.3,16.0,0.3,0.3
375,1943-01-11,8.8,6.1,6.7,8.7,968.6,25.2,1.0,1.4
376,1943-01-12,8.9,5.7,5,12.8,968.8,20.0,0.4,0.6
377,1943-01-13,7.3,0.7,1.2,0.0,979.9,12.4,0.5,0.5
378,1943-01-14,5.7,-1.4,-4.5,0.0,984.6,15.4,0.5,0.5
379,1943-01-15,7.2,0.6,-1.3,0.0,995.1,14.1,0.5,0.6
380,1943-01-16,9.2,4.4,-1.6,2.8,992.4,10.4,0.5,0.7
381,1943-01-17,8.1,2.1,2.8,2.3,990.8,13.7,0.2,0.2
382,1943-01-18,8.4,-0.7,-7.2,0.3,996.5,7.3,0.3,0.4
383,1943-01-19,9.2,7.9,6.8,3.2,991.0,17.1,0.5,0.7
384,1943-01-20,12.2,6.9,7.8,11.7,983.7,16.0,0.6,0.7
385,1943-01-21,11.0,5.7,5.2,3.3,986.1,10.3,0.5,0.6
386,1943-01-22,9.1,5.2,2.8,0.7,995.8,3.7,0.3,0.4
387,1943-01-23,7.9,2.2,1.5,0.0,1006.2,9.5,0.4,0.5
388,1943-01-24,11.0,2.8,-2.9,0.0,1007.1,17.4,0.9,1.3
389,1943-01-25,10.1,6.7,6.6,6.9,1000.3,15.7,0.8,1
390,1943-01-26,9.6,7.1,4.4,0.0,1007.8,21.2,1.1,1.5
391,1943-01-27,11.7,5.2,1.6,0.7,1006.2,16.8,0.7,0.9
392,1943-01-28,11.8,7.8,7.1,3.2,990.6,17.2,1.0,1.3
393,1943-01-29,8.9,4.4,2.9,0.9,979.6,23.1,1.1,1.5
394,1943-01-30,8.3,1.8,3.2,0.5,969.3,21.8,0.9,1.3
395,1943-01-31,5.9,1.2,0.4,17.0,964.1,17.5,0.5,0.7
396,1943-02-01,9.9,4.0,1.1,0.0,974.6,14.8,1.0,1.2
397,1943-02-02,8.2,1.8,2.4,0.0,988.5,13.0,0.6,0.8
398,1943-02-03,7.3,1.2,-1.8,0.2,1001.0,18.0,0.7,1.1
399,1943-02-04,8.1,0.9,-0.7,0.0,1010.2,16.5,0.8,1
400,1943-02-05,11.8,6.1,3.9,7.0,1000.7,26.5,0.9,1.4
401,1943-02-06,8.9,1.2,2.3,0.7,997.7,22.0,0.3,0.6
402,1943-02-07,5.7,0.1,-0.9,0.0,1011.2,7.4,0.7,0.9
403,1943-02-08,8.5,0.0,-4.3,1.6,998.6,21.6,1.2,1.8
404,1943-02-09,8.4,2.1,0.6,1.3,988.3,18.1,0.8,1.2
405,1943-02-10,11.2,4.3,2.3,1.6,997.5,18.5,0.9,1.2
406,1943-02-11,11.2,8.4,7.5,0.1,1004.3,24.7,0.7,1.1
407,1943-02-12,10.9,4.6,9,1.8,1005.8,30.7,0.8,1.4
408,1943-02-13,9.6,2.4,0.7,0.0,1015.0,24.5,0.9,1.5
409,1943-02-14,11.6,7.7,5.7,2.2,1006.3,28.5,0.7,1.3
410,1943-02-15,9.4,1.8,2.2,1.8,1005.8,28.0,0.6,1.2
411,1943-02-16,7.9,3.6,1.7,0.0,1021.1,16.8,1.1,1.6
412,1943-02-17,10.1,6.1,4.9,0.0,1026.9,12.3,0.5,0.8
413,1943-02-18,11.4,2.9,4.3,0.0,1028.7,8.6,0.7,1
414,1943-02-19,10.2,3.2,-1.1,0.0,1026.9,11.3,0.8,1.1
415,1943-02-20,7.9,6.6,5.9,0.3,1025.7,7.9,0.6,0.9
416,1943-02-21,7.2,5.6,5.5,0.0,1022.4,12.4,0.8,1.1
417,1943-02-22,11.5,3.7,0.7,0.0,1018.4,7.4,1.0,1.3
418,1943-02-23,12.2,4.8,-1.5,0.0,1015.2,11.8,1.0,1.3
419,1943-02-24,11.8,6.1,3.1,0.0,1012.8,13.5,0.9,1.3
420,1943-02-25,9.8,1.7,4.1,3.4,1013.0,15.3,0.7,1.2
421,1943-02-26,9.9,0.3,-1.3,0.0,1024.6,12.3,1.0,1.4
422,1943-02-27,9.8,6.1,5.6,0.0,1028.6,9.8,1.1,1.4
423,1943-02-28,11.3,6.8,6.1,0.0,1029.7,11.3,1.0,1.4
424,1943-03-01,10.7,7.8,5.8,0.0,1031.3,13.3,0.8,1.1
425,1943-03-02,9.6,7.0,6.7,0.0,1026.3,7.4,0.7,1
426,1943-03-03,8.2,5.3,6.8,4.6,1019.8,12.7,0.7,1.1
427,1943-03-04,6.7,2.4,3.9,0.0,1016.0,5.8,0.8,1
428,1943-03-05,10.7,2.1,-2.9,0.0,1022.6,8.3,1.0,1.5
429,1943-03-06,11.2,0.7,-0.9,0.0,1025.1,5.5,1.0,1.5
430,1943-03-07,9.4,0.1,-1.2,0.0,1017.6,3.3,0.6,0.8
431,1943-03-08,9.3,1.1,-1.5,0.9,1008.2,15.5,1.3,2.1
432,1943-03-09,10.0,-0.1,-1.5,0.0,1013.3,13.3,1.0,1.6
433,1943-03-10,11.5,8.3,6.6,0.2,1006.7,22.2,1.4,2.2
434,1943-03-11,8.7,-0.7,1.7,0.1,1007.9,12.6,0.9,1.6
435,1943-03-12,8.7,-2.5,-4.2,0.0,1014.2,6.5,1.3,1.9
436,1943-03-13,8.9,-1.0,-4.4,0.0,1013.8,7.8,1.5,2.1
437,1943-03-14,10.7,-1.3,-3.5,0.0,1009.5,6.6,1.6,2.2
438,1943-03-15,12.1,1.1,-5.2,0.0,1003.0,12.7,1.2,1.8
439,1943-03-16,13.2,2.0,-0.8,0.0,1004.2,8.8,1.0,1.5
440,1943-03-17,11.7,6.4,2.2,0.3,1008.3,5.7,0.7,1
441,1943-03-18,10.1,4.1,-0.7,0.1,1010.4,6.2,0.9,1.4
442,1943-03-19,8.7,2.7,1.8,0.0,1008.4,12.0,1.2,1.9
443,1943-03-20,9.2,2.8,-2.5,0.0,1007.2,10.7,1.3,2
444,1943-03-21,9.8,4.6,2.1,2.7,1007.7,12.8,1.2,1.8
445,1943-03-22,11.0,6.0,5.7,1.0,1007.2,12.5,1.5,2.4
446,1943-03-23,10.1,5.0,3.4,0.0,1001.0,12.8,1.2,2.1
447,1943-03-24,9.3,6.2,4.6,4.8,995.8,13.0,0.9,1.4
448,1943-03-25,9.3,6.2,5.8,0.0,997.3,13.5,0.9,1.5
449,1943-03-26,12.6,4.4,3.4,0.7,1000.3,9.2,1.5,2.2
450,1943-03-27,12.4,3.6,3.6,1.5,1003.8,14.0,1.6,2.6
451,1943-03-28,11.7,1.9,0.5,0.6,1009.5,13.2,1.7,2.6
452,1943-03-29,11.9,6.6,5.6,1.5,1001.2,23.3,1.1,2
453,1943-03-30,13.1,7.1,6.1,1.1,995.7,32.2,1.6,3
454,1943-03-31,13.4,4.9,3.9,0.2,1001.2,26.1,1.2,2.1
455,1943-04-01,13.1,10.6,10.2,0.2,1011.1,29.7,1.4,2.5
456,1943-04-02,16.4,8.0,9.8,0.0,1021.5,17.2,2.3,3.5
457,1943-04-03,13.4,6.7,5.7,0.0,1021.8,7.6,1.9,2.6
458,1943-04-04,15.9,5.0,2.1,0.0,1015.3,9.4,2.3,3.4
459,1943-04-05,12.3,3.4,3.9,0.2,1004.6,23.3,1.4,2.5
460,1943-04-06,10.3,2.6,1.6,0.0,1011.2,21.0,1.7,3.1
461,1943-04-07,12.6,4.6,6.1,0.0,1013.3,25.1,2.0,3.7
462,1943-04-08,12.7,1.7,0.5,0.2,1018.1,12.6,1.3,2.1
463,1943-04-09,12.6,7.1,6.1,0.0,1014.8,13.7,1.7,2.5
464,1943-04-10,12.5,7.2,6.7,0.0,1012.6,12.5,1.6,2.4
465,1943-04-11,16.3,8.1,6.7,0.0,1011.5,14.0,2.1,3.1
466,1943-04-12,16.9,10.6,6.4,0.1,1008.0,14.1,1.8,2.6
467,1943-04-13,15.4,9.6,8.4,0.5,1009.6,13.3,1.5,2.3
468,1943-04-14,16.2,10.0,9.8,0.0,1009.0,16.1,1.9,2.7
469,1943-04-15,16.2,9.1,7.9,0.0,1009.5,9.4,1.7,2.5
470,1943-04-16,13.2,6.4,3.2,0.0,1015.4,5.2,2.0,2.8
471,1943-04-17,15.9,4.9,1.7,0.0,1013.7,13.7,2.3,3.6
472,1943-04-18,14.4,6.3,10.1,1.7,1004.0,15.3,1.2,2
473,1943-04-19,11.6,2.6,0.9,0.3,1003.8,12.2,2.1,3.5
474,1943-04-20,12.6,1.6,-0.9,0.0,1008.0,12.8,1.8,2.8
475,1943-04-21,13.3,3.2,-4.1,0.0,999.8,7.0,2.3,3.4
476,1943-04-22,17.0,7.2,6.8,1.0,991.0,10.5,2.7,3.7
477,1943-04-23,12.1,3.8,7.6,12.7,990.8,12.4,1.1,1.8
478,1943-04-24,13.4,2.0,1,2.6,997.3,19.7,1.8,3.4
479,1943-04-25,13.5,5.4,4.1,6.8,993.2,31.1,3.3,6.2
480,1943-04-26,12.4,6.5,5.7,3.3,1002.3,26.4,2.9,5.5
481,1943-04-27,13.6,6.3,5.2,2.3,1012.1,17.7,2.1,3.8
482,1943-04-28,12.3,4.4,3.7,0.0,1010.1,8.4,1.5,2.4
483,1943-04-29,14.2,2.7,-0.4,1.8,1005.8,7.5,1.3,1.9
484,1943-04-30,12.8,4.7,3.3,0.2,1009.0,15.1,2.6,4.5
485,1943-05-01,13.8,3.2,1.7,0.0,1014.8,10.8,2.9,4.6
486,1943-05-02,13.4,2.9,-0.7,0.0,1016.1,6.6,2.0,3
487,1943-05-03,13.2,4.6,2.8,0.0,1021.3,13.2,3.0,4.9
488,1943-05-04,13.7,2.7,1.2,0.0,1019.5,5.3,2.6,3.7
489,1943-05-05,10.8,4.3,0.4,4.6,1008.8,8.8,1.4,2.1
490,1943-05-06,12.7,1.9,1.1,0.2,1000.9,13.1,2.9,4.7
491,1943-05-07,9.4,1.9,0.7,7.8,981.7,13.7,1.4,2.6
492,1943-05-08,7.5,3.7,4.3,14.5,970.7,18.8,0.9,1.9
493,1943-05-09,8.2,2.2,1.3,6.0,986.0,19.6,1.8,3.3
494,1943-05-10,7.0,0.0,-0.1,16.6,983.7,10.7,1.5,2.4
495,1943-05-11,9.9,0.4,-1.2,0.7,996.2,12.3,1.5,2.7
496,1943-05-12,14.9,9.4,6.6,5.0,1002.9,19.4,2.4,3.9
497,1943-05-13,16.4,8.9,8.4,10.8,1006.7,19.0,1.8,3
498,1943-05-14,15.6,6.7,9,0.7,1017.8,13.9,3.2,5.3
499,1943-05-15,13.9,2.3,-0.2,0.0,1028.8,7.0,3.0,4.5
500,1943-05-16,16.1,4.3,-0.7,0.0,1029.9,7.5,3.5,5.2
501,1943-05-17,17.1,6.4,0.1,0.0,1025.6,4.9,3.8,5.3
502,1943-05-18,17.7,6.9,0.2,0.0,1017.2,7.1,3.5,5.2
503,1943-05-19,18.3,9.7,3.3,0.0,1009.9,10.0,3.3,5
504,1943-05-20,17.2,10.4,7,0.1,1010.8,7.0,2.6,3.6
505,1943-05-21,17.4,7.8,9.1,0.1,1009.5,4.1,2.1,2.8
506,1943-05-22,12.2,6.7,1.6,13.2,1002.0,8.6,1.1,1.8
507,1943-05-23,16.0,8.1,6.4,1.9,1001.6,14.7,3.1,5.1
508,1943-05-24,15.3,4.7,-0.6,3.5,999.2,5.3,2.6,3.8
509,1943-05-25,16.6,7.4,5.9,0.0,1003.9,8.8,2.8,4.2
510,1943-05-26,19.1,8.8,5.6,0.2,1009.0,14.5,2.6,4.1
511,1943-05-27,18.3,8.2,6.8,0.0,1015.1,11.7,3.9,5.9
512,1943-05-28,16.7,6.3,4.3,0.0,1017.5,9.0,3.0,4.6
513,1943-05-29,15.9,8.2,3.1,0.4,1008.4,12.1,2.7,4.4
514,1943-05-30,18.9,9.6,9.7,0.2,1003.0,10.2,3.6,5.4
515,1943-05-31,12.3,8.6,2.3,1.6,997.7,15.7,1.5,2.5
516,1943-06-01,14.6,7.0,2.3,16.2,989.0,12.4,2.3,3.7
517,1943-06-02,14.7,8.2,6.8,2.8,991.1,18.9,2.1,3.6
518,1943-06-03,14.2,5.2,7.8,0.0,1002.4,14.4,2.1,3.5
519,1943-06-04,18.0,5.7,1.7,11.4,1004.5,10.3,2.0,3
520,1943-06-05,16.9,10.0,9.6,2.9,1004.5,14.8,3.0,4.7
521,1943-06-06,17.9,10.0,9.2,0.0,1009.4,10.0,2.8,4.1
522,1943-06-07,17.8,9.3,3.3,7.9,1008.2,12.8,2.0,3
523,1943-06-08,17.8,11.2,11.1,0.3,1006.3,11.2,3.0,4.6
524,1943-06-09,21.2,11.0,9.7,0.1,1005.8,5.8,3.1,4.4
525,1943-06-10,18.5,11.5,9.6,0.7,1006.3,5.4,2.0,2.7
526,1943-06-11,16.7,8.3,8.6,2.9,1005.8,10.3,2.1,3.1
527,1943-06-12,16.4,7.2,5.1,0.7,1007.9,17.4,3.5,6.1
528,1943-06-13,15.9,7.8,6.3,1.8,1007.5,17.5,3.5,6.2
529,1943-06-14,15.3,7.7,6.8,1.5,1003.0,16.2,2.7,4.3
530,1943-06-15,14.4,7.9,6.4,8.6,999.6,12.5,2.6,4.2
531,1943-06-16,15.2,6.8,5.8,0.0,1003.5,10.9,2.2,3.3
532,1943-06-17,16.7,8.1,6.8,1.0,1007.8,5.7,2.6,3.7
533,1943-06-18,17.4,11.7,11.3,15.2,1002.8,16.0,1.5,2.5
534,1943-06-19,20.1,12.3,13.1,1.3,997.7,20.5,3.1,4.8
535,1943-06-20,16.4,8.2,9.9,5.2,995.4,23.0,3.0,5.5
536,1943-06-21,15.9,6.9,5.6,0.0,1004.8,15.8,3.6,5.8
537,1943-06-22,19.2,10.7,9.3,0.0,1009.3,17.1,3.3,4.7
538,1943-06-23,16.7,9.2,8.6,0.0,1015.7,15.8,3.0,4.9
539,1943-06-24,20.8,7.3,3.1,0.1,1017.0,11.6,3.1,4.7
540,1943-06-25,17.9,9.4,10.7,0.0,1017.4,11.9,3.0,4.6
541,1943-06-26,16.9,7.1,5.7,0.0,1021.8,4.5,3.8,5.4
542,1943-06-27,18.4,8.2,1.8,0.0,1022.3,3.3,4.2,5.6
543,1943-06-28,21.6,9.1,1.9,0.0,1022.0,3.3,4.6,6.1
544,1943-06-29,23.8,12.1,5.6,0.0,1021.2,4.4,4.9,6.6
545,1943-06-30,18.6,11.1,7.4,0.0,1018.0,7.8,4.0,5.9
546,1943-07-01,17.4,9.6,3.8,0.0,1015.8,9.0,3.0,4.7
547,1943-07-02,20.6,7.0,2.2,0.0,1015.6,3.5,4.1,5.5
548,1943-07-03,21.3,11.5,7.2,0.0,1013.8,9.0,2.9,3.9
549,1943-07-04,20.6,10.0,11.6,0.0,1010.8,12.4,3.4,4.9
550,1943-07-05,16.8,8.3,7.1,2.9,1004.5,9.7,2.3,3.3
551,1943-07-06,16.9,8.9,8.9,3.3,997.2,15.0,3.0,4.6
552,1943-07-07,16.1,6.1,4.9,11.6,1000.8,10.7,2.6,4
553,1943-07-08,16.9,8.9,7.9,0.8,1003.4,11.6,2.8,4.2
554,1943-07-09,16.7,9.7,10.2,1.2,1003.1,13.5,2.7,4
555,1943-07-10,19.1,9.1,7.3,12.1,1000.0,11.7,1.9,2.8
556,1943-07-11,19.6,13.2,12.8,0.9,993.7,18.0,3.2,5.1
557,1943-07-12,16.5,10.7,8.4,1.6,993.4,24.4,3.3,6.2
558,1943-07-13,18.9,10.7,9.1,0.0,1001.5,21.9,3.7,5.9
559,1943-07-14,19.6,10.4,9.6,2.4,1002.9,14.8,2.2,3.2
560,1943-07-15,18.3,9.6,11.5,3.9,1002.2,11.9,2.8,4.4
561,1943-07-16,17.8,7.7,5.5,0.0,1009.6,7.4,3.7,5.5
562,1943-07-17,21.2,9.0,4.2,0.0,1009.0,8.0,3.4,4.9
563,1943-07-18,15.3,11.8,10.9,0.2,1004.8,10.4,1.8,2.6
564,1943-07-19,15.7,10.1,10.6,0.0,1003.9,9.5,2.3,3.4
565,1943-07-20,19.7,9.9,7.8,0.0,1006.2,8.6,3.5,5.1
566,1943-07-21,18.9,10.8,9.3,0.0,1010.2,9.2,3.0,4.5
567,1943-07-22,16.6,10.4,7.2,0.0,1013.4,6.0,2.1,3
568,1943-07-23,21.0,8.6,4.4,0.0,1011.2,4.3,3.9,5.3
569,1943-07-24,20.2,10.9,5.3,0.0,1007.9,4.0,3.8,5.1
570,1943-07-25,21.7,11.1,6.1,0.0,1003.8,9.6,2.7,3.9
571,1943-07-26,20.3,13.8,14.4,0.2,1000.8,14.5,2.6,3.6
572,1943-07-27,20.1,11.7,8.3,0.3,1004.8,7.6,2.5,3.3
573,1943-07-28,23.4,13.8,13.4,3.7,1009.8,8.0,3.3,4.5
574,1943-07-29,19.6,11.6,9.5,0.0,1013.8,8.3,2.6,3.7
575,1943-07-30,20.7,13.2,13.4,0.0,1008.0,11.3,3.4,5.1
576,1943-07-31,24.5,14.7,13.7,0.0,999.2,13.3,4.2,6
577,1943-08-01,18.2,13.7,11.7,6.4,990.8,13.2,1.7,2.7
578,1943-08-02,16.6,10.1,12.2,2.7,997.4,10.9,1.6,2.4
579,1943-08-03,16.8,9.2,7.8,0.0,1004.5,7.4,2.7,3.9
580,1943-08-04,15.7,10.6,6.8,2.7,997.6,12.1,1.4,2.2
581,1943-08-05,18.0,9.5,3.6,0.2,993.3,10.1,2.9,4.5
582,1943-08-06,15.6,10.3,11.2,0.0,1003.3,11.2,1.5,2.2
583,1943-08-07,17.7,9.7,7.9,3.4,1005.8,17.5,1.8,2.8
584,1943-08-08,17.2,12.2,13.4,2.0,1001.0,16.9,1.4,2.3
585,1943-08-09,18.9,11.3,10.3,0.0,1005.3,12.9,2.6,3.7
586,1943-08-10,18.2,12.8,13.6,0.6,1003.3,12.9,1.9,2.7
587,1943-08-11,17.2,6.9,7.9,0.2,1005.6,13.6,3.0,4.8
588,1943-08-12,15.8,5.7,4.3,0.0,1004.8,16.2,1.8,3
589,1943-08-13,18.8,12.4,11.8,0.2,998.0,20.5,2.9,4.3
590,1943-08-14,18.6,7.8,8.3,0.0,1002.3,14.4,3.0,4.5
591,1943-08-15,16.3,6.4,5.1,2.4,1008.9,11.5,2.0,3
592,1943-08-16,20.9,11.4,10.6,0.1,1009.8,14.4,2.2,3.3
593,1943-08-17,20.7,12.9,12.7,0.0,1005.9,12.0,2.6,3.9
594,1943-08-18,19.3,14.0,13.5,0.0,1000.7,11.8,1.9,2.6
595,1943-08-19,19.1,13.4,10.5,6.7,998.2,10.2,1.9,2.5
596,1943-08-20,20.2,14.1,13.9,2.5,990.3,18.0,2.8,4.5
597,1943-08-21,20.9,11.6,8.4,0.0,990.0,11.1,3.1,4.3
598,1943-08-22,18.3,11.5,9.8,0.2,994.2,17.5,3.0,4.6
599,1943-08-23,17.7,10.0,9.6,0.1,1002.7,14.7,3.1,4.7
600,1943-08-24,17.9,8.3,2.9,1.2,1002.3,12.8,2.5,3.9
601,1943-08-25,17.6,9.9,9,4.2,998.5,15.0,3.0,4.7
602,1943-08-26,16.1,8.3,6.4,1.4,996.9,19.7,2.5,4.1
603,1943-08-27,16.5,8.8,7.9,0.4,1000.9,11.8,1.8,2.5
604,1943-08-28,19.3,11.7,10.6,6.7,999.2,16.4,1.7,2.6
605,1943-08-29,21.6,12.6,12.7,5.3,999.9,18.5,2.1,3
606,1943-08-30,18.1,11.1,11.4,0.7,1002.0,20.0,2.5,3.9
607,1943-08-31,19.6,10.4,8.8,0.2,1005.2,7.0,1.6,2.2
608,1943-09-01,19.7,10.2,11.2,6.3,1000.8,9.5,2.2,3.1
609,1943-09-02,16.7,7.9,8.3,0.0,1005.0,14.5,2.9,4.4
610,1943-09-03,16.9,6.4,2.9,0.0,1010.7,6.7,1.9,2.6
611,1943-09-04,15.8,12.1,7.7,15.0,1002.8,20.1,1.3,2.1
612,1943-09-05,17.6,11.2,10.1,2.5,995.2,19.5,2.5,4
613,1943-09-06,15.8,9.8,9.4,1.2,999.6,21.7,2.1,3.3
614,1943-09-07,16.8,9.7,7.9,4.6,1003.8,11.3,1.7,2.5
615,1943-09-08,15.9,6.2,5.1,0.0,1007.3,8.2,1.7,2.5
616,1943-09-09,18.5,10.1,3.1,0.0,1005.7,12.5,2.4,3.4
617,1943-09-10,16.5,12.5,12.1,5.7,1001.6,15.6,1.1,1.7
618,1943-09-11,15.1,13.3,10.7,10.6,1002.7,2.2,1.0,1.2
619,1943-09-12,18.1,12.0,9.7,5.7,999.5,7.8,1.4,2.1
620,1943-09-13,20.0,14.2,13.9,3.1,993.9,8.2,1.6,2.1
621,1943-09-14,17.1,7.2,12.7,0.0,996.2,12.1,1.5,2.2
622,1943-09-15,16.8,6.6,4.9,0.4,1001.2,19.6,1.6,2.6
623,1943-09-16,14.1,9.8,8.4,14.2,1005.1,9.7,1.2,1.7
624,1943-09-17,15.0,7.0,6.2,2.1,1007.0,12.2,1.6,2.5
625,1943-09-18,12.7,9.1,8.9,0.0,1010.0,10.7,1.1,1.5
626,1943-09-19,17.1,10.0,8.7,0.2,1006.7,15.0,1.4,2.3
627,1943-09-20,14.6,7.8,7.3,0.3,1005.4,19.0,1.6,2.7
628,1943-09-21,13.4,4.9,5.6,2.0,1007.8,11.7,1.7,2.6
629,1943-09-22,13.8,3.3,2.1,0.0,1013.2,12.3,1.8,2.7
630,1943-09-23,18.2,10.0,9.9,0.0,1010.7,18.2,2.4,3.5
631,1943-09-24,13.7,6.7,8.5,0.1,1007.0,12.2,1.2,1.7
632,1943-09-25,12.9,3.4,2.3,0.8,1006.2,12.7,1.5,2.2
633,1943-09-26,11.6,2.7,3.6,0.0,1008.9,12.0,1.7,2.4
634,1943-09-27,12.9,0.7,-0.4,1.2,1005.7,18.3,0.7,1.2
635,1943-09-28,14.1,10.2,8.4,0.1,1004.2,19.6,1.7,2.6
636,1943-09-29,16.3,10.9,7.8,0.1,1008.5,16.2,1.3,1.8
637,1943-09-30,16.9,12.1,12.8,0.5,1005.8,15.5,1.1,1.6
638,1943-10-01,16.9,9.3,9.8,0.0,999.7,19.3,1.7,2.3
639,1943-10-02,13.4,5.0,3.3,0.0,1007.8,15.3,1.9,2.8
640,1943-10-03,14.4,6.1,4.3,0.0,1009.2,23.8,1.7,2.7
641,1943-10-04,15.2,11.1,10.9,0.8,1002.6,20.2,1.2,1.8
642,1943-10-05,17.9,11.6,11.2,0.3,993.9,28.0,1.7,2.6
643,1943-10-06,14.4,5.3,9.6,8.0,994.4,13.8,0.9,1.4
644,1943-10-07,12.3,2.1,0.8,0.0,1007.4,7.0,1.1,1.6
645,1943-10-08,12.7,4.2,-1.6,0.1,1008.5,12.8,1.0,1.4
646,1943-10-09,16.6,9.8,8.5,1.7,1009.3,8.6,1.1,1.5
647,1943-10-10,14.3,10.1,10.6,5.1,1008.5,12.7,0.7,1
648,1943-10-11,14.3,5.0,3.9,0.0,1012.8,9.5,1.3,1.8
649,1943-10-12,16.1,5.5,-1.1,0.4,1006.3,17.2,1.5,2
650,1943-10-13,12.9,3.5,2.6,0.0,1010.2,9.2,1.0,1.5
651,1943-10-14,14.6,4.4,-0.2,0.0,1009.8,8.9,1.3,1.8
652,1943-10-15,13.2,8.3,5.1,0.0,1000.9,9.9,1.3,1.6
653,1943-10-16,12.9,5.8,6.8,3.9,988.8,14.9,0.6,1
654,1943-10-17,11.6,2.0,-1.7,0.0,984.7,4.9,0.9,1.2
655,1943-10-18,12.7,2.7,-3.2,1.0,983.2,13.5,1.0,1.4
656,1943-10-19,13.2,6.8,2.8,9.5,976.2,19.0,1.3,1.8
657,1943-10-20,13.8,7.2,4.8,1.7,978.9,18.9,1.9,2.5
658,1943-10-21,14.3,8.9,7.8,0.0,982.0,20.9,1.8,2.4
659,1943-10-22,13.3,6.6,7.1,0.0,988.2,14.2,1.5,1.9
660,1943-10-23,12.4,4.7,-1.6,1.5,994.2,4.7,0.7,0.9
